customerID,gender,SeniorCitizen,Partner,Dependents,Full Name,Email Address,Home Address,Social Security Number,Credit Card Number,Marketing Segment
8717-VCTXJ,Male,0,No,No,kgilLJfTne,pYLeIVofWZ@example.com,rHTxNsNyLZadcjl St,odm-zP-kfVG,bODCTYnlXmFMBNSC,EYiCPkaRmI
7363-QTBIW,Female,0,Yes,No,AOxSftlZfe,LCFpbCWwxD@example.com,ymjBWFLhfrQlXcG St,qQr-IK-nYkR,xynFoZCMMaIRTvgk,KaUIKbywos
4159-NAAIX,Female,0,No,No,pAYrUPGFZe,rRWKdlMORd@example.com,MTMZayJmMxIHxiF St,VMF-nN-xbnL,bNfvWwvDsBLbAcke,YhQFwasuwC
0971-QIFJK,Female,0,Yes,No,FMhPSrfceT,ZlNtpWLLwK@example.com,lUimjfDBRUoSEIU St,hmW-rq-sHyE,hipKHZwRMUXopePy,ygZDGkaXwV
9397-TZSHA,Female,0,No,No,GrMcGRYNce,cgdsDELkWy@example.com,KvyauJorEYkivgd St,wQq-hH-vpJF,DvMsWCDNkIdAPjEt,njJoHLZwzV
3391-JSQEW,Male,0,Yes,No,IHYvdtjMLm,spvqRRovrC@example.com,TWEEzwQbuyQTeDn St,ZkQ-lA-JlFS,LxgKzZWIOyJRjOEb,hZyNtdGQPz
0343-QLUZP,Male,0,No,No,LMoWLZdUtP,EvWXEMmViD@example.com,lBjKFdvjOvHrDOU St,Ldj-dI-oTZo,MYfRNWHmxEuZBESc,cRzXLQiAiP
9763-PDTKK,Female,0,No,No,dRqIvAvtWp,drDSaLTdHn@example.com,WAlrSIiCHhyFIaG St,JLx-zG-iOZN,dIZGdGGrmXSSUquz,hZbwUQiYTv
2176-LVPNX,Female,1,No,No,dlRJWQUfKu,TwMeGRPyjb@example.com,qWDiFjeUjISKZrp St,rpJ-jG-EjSM,wpmhXGZUNKadwkRr,KnxTNExUZO
7627-JKIAZ,Female,0,Yes,No,EizCKgfmIR,mReIFndBoC@example.com,XJBMBNZcqEYlFtO St,HQg-vm-eSrV,GSyzIjzQkMcTWUSb,tbtWtNrsnn
3312-UUMZW,Male,0,Yes,No,pUwuxXFGla,aRWDlvoDrW@example.com,vmzuVrvnuLUKpYQ St,Zeh-zb-hsrY,YekRGBMBRPLlNsCn,pmyarSSgjH
1271-UODNO,Male,0,No,No,GAieJxKWis,EoDjUJvXfH@example.com,pYFNTNAqwuCJxpg St,WiF-mw-LgnJ,dvIIhOuFjrHqanmb,ibUMTgkVwD
8461-EFQYM,Female,0,No,No,UWbwCtkRdk,aqsxTELSnu@example.com,xuWGvSVqJtwVqhg St,SPH-pX-nclP,VCiFfgKqVGRDIqbn,VLryCuaRRp
6900-RBKER,Male,0,No,No,SFodAXtdkd,ZTHMVrFzxm@example.com,sdKqYDpbKoMotMc St,blV-Ov-NxoM,mTVYRZBXopRZZRAz,wKbeFZEGCS
6891-JPYFF,Female,0,Yes,Yes,DRafUTGJem,OJAxGjwETp@example.com,JshEvJCgMeYcHWa St,rHH-gb-jXMP,QtYFnrYxvpDsvgCs,MITbVwYeVD
1459-QNFQT,Male,0,Yes,Yes,vjCqTgVOjA,iMEQkAQnWv@example.com,QorjIWVbRRzERjd St,TNv-Oq-AAXd,FEkwSuYaAFnYgPsY,xlVRmnUMMW
1047-NNCBF,Male,0,No,No,CyLbUcRVqo,eHrshGyxHG@example.com,WgxmhRqUiEHdNrC St,yru-jq-kYbD,hesUvgUqRkMUGmLy,zCiQecfOHh
3696-XRIEN,Female,0,No,No,GShwWEMzBx,NIWiqVfeco@example.com,MXIQrIrrYsMtzQk St,Tam-WH-gRek,AwTYslKJacvxxOpu,AwcAOuqNJV
4081-DYXAV,Female,0,No,No,NgahOYYnWV,uDGkYnsfoQ@example.com,xMeaNvwSGkhCkQr St,pNj-oV-xJyR,knbUPtRBzvOIZFrG,zRZMqkqkXO
0074-HDKDG,Male,0,Yes,Yes,WVEKAqSSpC,mzsqpQPaHf@example.com,ojkfnWjnJCablwn St,Ews-se-uIoc,gazsTctpAsVULwID,bNhemiRBXb
8791-GFXLZ,Male,0,No,No,LbHGrcDcZd,GgHbXzXOJW@example.com,TbrHiSgfNwIMCHo St,RNR-Iq-phqB,SnTvUgPkjBviFwlE,kjJpHvVTwv
8111-SLLHI,Male,1,Yes,No,XrPNgWqoWT,FohaNpviCq@example.com,muXnyejAsmrnZaG St,sSF-PI-JZKm,olpcIPokvgldlegk,IjLrcgCpuM
0927-LCSMG,Male,0,No,No,CAqNcGCAta,wwiMZofthI@example.com,GcXRhBwlORYnSNw St,BYb-Mq-yEjP,NOfbMiwxQjeimQJL,fxiFclIKeM
9330-DHBFL,Female,0,Yes,Yes,zjvOTfZLtb,WOdVLJhhmm@example.com,hlRVpuTNkTdPHZj St,zpu-Mp-KfBV,pFxBhrzRBWPehdTy,EBhKGTFChG
0098-BOWSO,Male,0,No,No,tsmzgAPQPg,GAPwJqDAzP@example.com,SCzXvAcFaSrRtmq St,RtX-eC-Yaku,oihwsgBeQYnGkmeO,oyTSfxivLw
3452-ABWRL,Male,1,No,No,ymhgsTZiVS,KXjFsSBakE@example.com,WBcXmVWbACIfnEo St,Tpb-Li-vXSI,HzJcYCajAADkVpYU,QJQySXPhOq
5859-HZYLF,Male,0,Yes,Yes,ZZtwORHXoq,hUeHfCMIvi@example.com,JYkvZDQcXfxIaND St,gpp-gV-wlEe,yrhIkYSTLgLWpcED,JKNajVsGxz
8257-RZAHR,Female,0,Yes,No,WMCDQgYgKz,EILPifFEsW@example.com,JBLLMiCMRYxWNLa St,rDv-Db-ARMU,vIAGeQAHwACEbSka,fmJbBKnMDK
5293-WXJAK,Female,1,Yes,No,ofzsUTuUIV,PdHuHPVBtn@example.com,FLOiVEzpKmHdoKr St,sLY-Kf-Jhsw,KUwVRZPPzuYFYaWR,IfeMRvroPz
3156-QLHBO,Male,0,No,Yes,aMsggZjOcn,KUhXAlLgxJ@example.com,xVOchvwJSEdgNJf St,PVd-nW-BgzC,sOOMRcrukrINQxjK,zltKVirSbh
2208-NQBCT,Female,0,Yes,Yes,WfpMtDRHdW,SGJVAsZeaE@example.com,zsCpwhNHxfzvIjR St,Fwb-VI-Hmtp,INUGjXAmLEWBRLpI,WhcoyHUewF
1779-PWPMG,Female,1,Yes,No,RnCYyWokZQ,vNpHGkkkeA@example.com,UQIgplAjSIWgFXP St,ynG-lt-jbPD,xZyKhwwtpgUJSLtH,eyruYntsiT
6621-NRZAK,Female,0,Yes,Yes,rFjGIpRvVK,uTjShxNGfY@example.com,NixrKyUNZYyccKQ St,Dmr-LV-DAqg,fHVcqpqZYsSsPrhc,VBbAUUYoiB
0831-JNISG,Male,0,Yes,Yes,PZCeGtuyMF,tcZBKrjkeO@example.com,DJjgaIVXvwsjWwc St,Nam-yw-gwPE,bqFkLhQxnoZupFSw,dqpmbwhUXI
0774-IFUVM,Male,0,Yes,Yes,EeDeXYRKuI,RZgMumHeXf@example.com,ZWMEsWkImRLCWpt St,Ysw-TO-VZfZ,RDyMHndKafdxwTMB,UiyJyhpMmc
3082-WQRVY,Male,1,Yes,No,sljOgQwIlY,yGwcqoKAgd@example.com,XRvAXGNhGLZrzbk St,ztk-QI-aWvk,XMqKxAyDxFYtRRKM,BhwdOeyvao
9553-DLCLU,Female,0,No,Yes,AocSsnlNAM,zArAqHBSrw@example.com,HPWapYnNQppcvXD St,TNC-ZS-boOQ,wjjpFSUqLqfQjHJw,XUIAocPhaS
1641-BYBTK,Male,0,No,Yes,RaCdJyoDni,KpfrYcEXnh@example.com,uxlyQTuqOhCnVVw St,kjX-EX-maOd,gtSUqkHQkyUzCSWN,BCOjJEMWqE
2460-NGXBJ,Male,1,Yes,Yes,fLEWHompgv,ujrOQbzAJk@example.com,drkkuRyMiiufMkp St,fnf-nR-XzZz,LdcoscsRVCfQtbNt,txhgUtsEPg
2446-ZKVAF,Male,0,Yes,No,LhNOoDfcQE,PooefTCnIO@example.com,AqihfclLooIoaIp St,HXX-GV-TuPe,snPHDvooganekqrP,ZxGuxBVExE
0841-NULXI,Male,0,No,No,ujDDwJYBfI,ZqtvBewWia@example.com,PKNlOSMImIoZxSN St,QWI-iP-KHbh,whCoHLzYWviBFBQb,nCiAAQUQbF
3522-CDKHF,Female,0,Yes,No,NphHOoosHZ,OlOzmObdnt@example.com,nmzeUuQMPOtDhWY St,tdO-qO-GbvE,bsHBGkSuSRmhmRpI,NBnSSucGlC
1430-SFQSA,Male,0,No,No,tWMkxSedGA,AxcNPnwxHi@example.com,pxshqsjBLZutAAn St,VEH-wU-KrHk,rLPQySzKAWyElRmR,DaEuixrnsm
0411-EZJZE,Female,0,No,No,gseCDfMMqb,FdHdhkbSYq@example.com,LbuRFZLysaQdWKb St,OVw-SV-rJql,oVRAslsOjdDfizja,jhEKnshLvx
7851-WZEKY,Female,0,No,No,kmHbwiptrx,EnltcHYFca@example.com,HmELltVoVKXbkMz St,DIz-wC-UjiZ,WlUhrlRLIDEuACHe,ETZVOFQfiD
8844-TONUD,Male,0,Yes,Yes,fBfmosQdKT,eITlCifRky@example.com,sXUBsAvGxWLmodY St,bsW-bg-Oeyq,DGxTDyHOhfyrbaBP,AufoIlVSxd
8807-ARQET,Female,0,No,No,AdnnwUQjFi,hRhOBOsgQk@example.com,PJoEjGzJvAOalyr St,vUQ-Mk-vvAj,SLrcuNrIpsmtkUUh,JUfgfMOZrF
8992-CEUEN,Female,0,No,No,QoCYytoOdd,jIGCxzofDk@example.com,JZPylssSPmvJRIE St,rlP-EQ-uENr,OxvfzFqpFSDfEkzM,YMIhStUCjz
4320-QMLLA,Male,0,No,No,TJhFTRvljB,EXpchCdgVo@example.com,lgWzviwAfPHicCK St,vpT-ai-Regb,LEPMBmKZGoeKHLHX,brcWMkSsQR
8777-PVYGU,Female,0,Yes,No,hxzRaFyPEd,OafjeoRLRO@example.com,KbGyhaQKrsBuyqp St,fgb-TW-HtYq,rgYWIWlKMDDSsJXB,DFVoiwDhor
8292-ITGYJ,Female,0,Yes,Yes,UUonhUZZru,oOsxZrhHFp@example.com,VmZaUpwCFZcewCW St,fKd-Dg-RIda,DsVOMjzkBLIFXocZ,jrhpUtKOPN
6870-ZWMNX,Male,0,Yes,No,fNfCLeLMlL,qSAxwhrWzT@example.com,gMInFblHbgAybIG St,Sdc-rb-sWtl,VAqWFHdzTDisUkKN,EFIxaQBDGR
0621-CXBKL,Female,0,No,No,ExKXchZEdm,LtpgmvdESZ@example.com,lCvvnWpQpjTHZLb St,HON-Nz-sxBX,lMnAhPHUTSmKjfTj,NsPgqEsXyp
5268-DSMNQ,Female,1,Yes,No,hDRIZUZQdj,BVhAOyEfER@example.com,ZzIdAgwWrmvPKlz St,bRR-tp-TWmZ,ELOpwwHFNmWDypyS,zbSpPzzJUG
5334-JLAXU,Female,0,Yes,No,asdCcfyUlw,axXHwRTbHx@example.com,zDlSgwjtQoyFsFD St,rFp-Vj-Eetn,peyqEIUrFNcUFVnf,ryAieHpdAw
4086-YQSNZ,Female,1,Yes,No,PBHIdGJQdE,sGzKtYVrHd@example.com,ZQDKlSyJjLYDefP St,egK-nm-hKTc,QhwDcWZQTeJVVqap,iLRxpmiWyd
6242-MBHPK,Female,1,Yes,No,TXbPuqJnLf,lJUxeVCbWZ@example.com,PeQJWEQdSTqKYpE St,bRd-ot-OPtF,JGVDiOxfFrAQeLqg,lAVjqfLXNg
5868-CZJDR,Male,0,No,Yes,hRjVVEMGeu,coBYfMTHSV@example.com,kURGifkyZWIQMjh St,bWH-TJ-mIov,vhULEUFvvrvHdsfW,gKAHQGmzNY
9359-UGBTK,Female,0,No,No,aCqjjqLTrB,AUUmlqiUzg@example.com,kPTSRwPUaeqojSa St,XRJ-gn-Gton,EnrJtxNpjGFuqKie,QIgtrAHWvc
0135-NMXAP,Female,0,No,No,dVJpHHimuu,sVupRlxAYn@example.com,rsXiMouThVvNBsP St,vEI-Ip-jnsy,MaoPoeACkVEqdgDi,OWuXlktomF
4782-OSFXZ,Female,1,Yes,No,HLnpILKPWF,JuucYlGqIl@example.com,ytLEpqEmJZTPTbR St,NIN-uM-mpBS,LYhCVejRSQajlHBU,JvLsxIIaPP
6479-OAUSD,Male,0,No,No,aDBoCfNOhZ,nsMwPEJQCI@example.com,ZkOsxiWEztZNhIJ St,iii-qq-aaJb,jYWnWuvJYuOjKKoE,VNVuMnHUHB
7129-ACFOG,Female,0,No,No,DZIYhPibSP,jBvfoMgpvU@example.com,YeXFIsmkCyqYuXz St,YQI-al-FCsx,nriAQeQSedInCDXT,bXhFThNruh
4189-NAKJS,Male,0,No,No,SAKUHbeHIq,EhLQCfNkEA@example.com,hGhBaktdpxVAafg St,oNB-mR-spWq,VVhKadzKAImiwisG,tnwyiOIfQi
5562-BETPV,Male,0,Yes,Yes,wfWiidtuUC,EzwfTgXEHL@example.com,XRZOFKpzqbRIhNN St,SvI-rA-dBuw,utOlhADczuAqvPEF,YxIronxZrU
1282-IHQAC,Male,1,No,No,ohliFozIRS,DeBATofCpx@example.com,LJNTnGZLzymnMQD St,QIB-Mt-LTyM,xePeeiAafsmBYcCu,iJRNVmfEUa
9127-FHJBZ,Male,0,Yes,Yes,vSrPOwhddK,qWatVvGpBa@example.com,dttBIiVnTTRmDeB St,juU-Qk-pHoV,OTLposHdmJnqzWRM,sHEdPVgHjW
6270-OMFIW,Male,0,Yes,No,vIkHIdbGmb,NzNtWorHlp@example.com,wAXrpBMdGFyKErM St,SQx-Ou-wVSn,rqMfmqDDrBpeIUjN,xPiGFaiRGH
1641-RQDAY,Female,1,Yes,Yes,WrKTRrchmD,GYWnMVEYTQ@example.com,fpUZXEhohGLcady St,sPp-ZR-hlBe,KrORcyZjgxHRyufM,gJUOrzpwxf
0107-WESLM,Male,0,No,No,rRSRwhxpTy,LyVVhHcFiu@example.com,gtlPhlOtrOBjuQO St,baX-fT-QlSi,vKivJrLmvSCaoKxq,lqBmDrtrkO
6994-ORCWG,Female,0,No,No,IXOGSYufbT,kmiVqATcJT@example.com,rzQSpbvOKGtlvfN St,qcg-eg-tBMb,wafEbgHbyMMQkMJq,OFHIoDbcMj
1346-UFHAX,Female,0,No,No,LGOHSvULeo,SWGVGRArtJ@example.com,xiLdCjSlhkxtMcD St,dwP-Wk-LphF,WtymaxLNCYAKepGR,WOozVPWSkf
3992-YWPKO,Female,0,No,No,AVKitNDUKI,asORdXjyDG@example.com,kdEzJTjXVlbNciv St,zCx-DT-xPPq,RCztHdVGJklOxMvB,kTBTARDJVJ
2933-XEUJM,Female,0,No,No,QEHRJPajvz,NWMvUSIJJd@example.com,KTptSYIXSqZcOfM St,tEY-UV-iGoO,bcgrYLmiFOrkUGwf,KdnPyHTJer
0125-LZQXK,Male,0,No,No,nIwCyJDVEv,eMSVuUtMAi@example.com,mFGfzTHPZPafarR St,DBJ-tC-hHmZ,anYdtOpgHrbysUrb,jQzJXpETAR
5461-QKNTN,Male,1,Yes,No,WQYxQJMvep,mAIDNjPugz@example.com,SviodTVcFSKvryR St,Ngs-bt-iKuD,ufmeJKcwFdBzURap,wjvpBPAorp
4835-YSJMR,Male,0,No,No,lEimLmzwdV,QGMeaqYYrV@example.com,FJftyvtBBCxTEQb St,uXX-Gm-VgYJ,MGKTnrRpyWrDfXhV,JlQRoOzrrQ
8399-YNDCH,Male,1,No,No,CUpitHIfrw,JEGqmLRsCi@example.com,JnJIfYhLGAtjHtK St,IZz-sb-fMNT,AENjEurhornKwBfS,NjPgqdTDHY
3164-YAXFY,Male,0,No,No,NjHFVHRvZs,vQnopdCIkR@example.com,xFgGUmBBHhDUCgV St,RxR-Rx-JAgO,yVoGbZLqVSfIvfcL,TulAZGtdWw
0887-WBJVH,Female,0,Yes,No,RRALLTtHTg,DDevwGEmfL@example.com,XIPKTwewFdUaKbe St,SSH-CS-xlvy,lEWwtiGczXgvBrEt,SDlHlTrPUi
4660-IRIBM,Male,0,Yes,Yes,neumygcTMn,GyKezsFBmy@example.com,HAoaeQTbGpjvHpK St,xVV-fN-NbxJ,DaOydSpiEzkXzsYV,qddUpDLCuK
5673-FSSMF,Female,0,No,No,wdCLOjQaMs,nTtxIZcnjJ@example.com,TPzMLaBMvPpabDi St,IOd-LA-OyPE,vPPZKtaoeKXhywZi,DFdoOKAQSv
7670-ZBPOQ,Female,0,Yes,No,dFPtAUnYfj,NzfSNcUhBY@example.com,TEmBxcCABgPZnWi St,swk-Az-plYm,OaNaPpBlWAzxVNdo,jiKfwTOrQJ
8089-UZWLX,Female,1,No,No,jwWWdunoaB,hDpgVvrzln@example.com,owBfIYimEXucXIW St,EVL-FN-KNtx,vCDaiyqScaSipyon,xJikLtiQpt
0080-OROZO,Female,0,No,No,onjAfyJCpK,arJKjNiUsN@example.com,eiPSIoPFfQBFsPB St,PPl-jV-fHjm,zgilLyxLbhKUOVXE,BRPEafyjBd
3916-NRPAP,Male,0,No,No,mnNIHywsJR,rFPGYExyYZ@example.com,mfmyLOfSsoTZfHG St,lkQ-nc-vTYh,WWNrZuJrwpKSSteI,IdDleOtxSd
6807-SIWJI,Male,0,No,No,UkTPamvesd,yACKwckVEt@example.com,PgaRqKEpkxcDRFF St,XCa-lK-DSGo,YolVDUvZUabmzLFl,oYytFzbSrc
8221-HVAYI,Male,0,Yes,Yes,gHXJkROlbc,nrJLxpMIIv@example.com,DxxmXKWbDWIzZVv St,rrs-nx-fKOG,ePuJTthfgXsHvCzc,zKfBWvyauK
1579-KLYDT,Male,0,No,No,FgAcKeOXjo,WGrwLVRzQR@example.com,LpFAdIFfqVkMUmL St,eXY-Ke-onkn,SipiUdPzLEFgYnJx,KdlxyDbTxM
5232-NXPAY,Female,0,No,No,CJhNfBxuWx,fXYDVeDTcL@example.com,CrzbUrfbMgoqKmt St,pOr-lv-dxAW,EwKMEZMvEctliFTO,qxWohOmYCT
8967-SZQAS,Female,0,No,No,PIaAgcFbwT,HCFAkwRDuP@example.com,BjEuEzuiFtkYTqN St,atE-Gm-eefK,golcwrzaQZxClTFB,PhnRCgeJEq
4468-KAZHE,Female,1,Yes,No,pdeEPkTqyU,tMKioilwjQ@example.com,kncbYPHBnZSucFK St,RfI-AH-JFoI,BMUEiyrADbEksxlg,CjQfopcvUW
0455-ENTCR,Male,0,Yes,No,wFUqUbhIEy,dRVctrmSag@example.com,utfSRwHrMroaZOJ St,rmR-RA-ZVhB,OvqbgRJtuEsffRvh,QhjyGcIZUs
8944-AILEF,Male,0,Yes,No,GuxzXjclHh,LXNRqQFxIi@example.com,rpmhWzDqfgMMNqY St,xWM-GK-mnbK,xXozTMmUbNuuAsoQ,mLSnBIAnSP
5542-NKVRU,Female,0,No,No,tnhLZvaWQW,MGSldJbhes@example.com,CksNjvllpHMCGyX St,REa-pm-YoDJ,IHVITnQGxuDxHxZs,pfNIjoVNXG
7126-RBHSD,Female,0,Yes,No,DSthonyxCC,BWdCnEEVFO@example.com,NXAqAOQBjiHBpbQ St,KZo-WI-KFhI,xTgOohCfpVnkUEbw,kfaoTVokwO
5370-IIVVL,Male,0,No,No,VEMleZBquF,JoBKGTpDlA@example.com,IVquGqknIYDGIfu St,Vfa-dJ-HWYO,AoyWYNQwuKybILmi,ZsTPMDgWCz
6789-HJBWG,Female,0,No,No,pVuvWAtEvt,unmWBXeero@example.com,kZbcOaWaGffirOf St,vqd-JS-tCYW,FAEMDuaHtDMMUHYn,McVNxumJtd
3927-NLNRY,Male,0,Yes,No,sojSmwwSUt,adzcVmckZo@example.com,rhxatbKWUdugsVg St,uxD-Tm-seFQ,EpgzZVKskilCHgqw,sNmwewOwmB
9087-EYCPR,Female,0,No,No,aypNYOxZYy,urBcdMIcCH@example.com,DOtixajNHSTLDzy St,fKE-bs-BOuR,vkpUNRJTyoWQtPBj,xAJFaEgHRC
6791-YBNAK,Male,0,Yes,Yes,NKgcVqdPpD,IuQIGaxKpv@example.com,guKUfPHhItHvnXM St,tsA-TL-NXqL,rQsmHagyKbEpUSPN,hBVipepCwC
6358-LYNGM,Male,0,No,No,giKmkctrYO,yxkTdkKMrS@example.com,uhpmzRrImAYHXvV St,xPU-LR-DRRK,POIuBNRJzWdpPPug,kRmlZxlOsy
6077-BDPXA,Female,0,No,No,nSNhzoTfLb,NcNpvapCyk@example.com,gDdXSXqSpYwviXB St,HSp-BV-BjiP,xiGMbvBIfSvIkTaE,AJETPJYvVq
0013-MHZWF,Female,0,No,Yes,sZRkMUsAoh,JXNrFTKswg@example.com,HnvFnzwQeQBBOkw St,ugR-IB-PuYM,gPldRCxvLFSzWqQW,ghSMXjQGtw
5494-HECPR,Female,0,No,No,pMWsfQbuWq,jamcfLLhLq@example.com,ukeHyCZTfINLbrY St,YyV-mZ-srCz,hoovtmBVyuxlEnov,blACFOnecY
8268-YDIXR,Male,0,Yes,No,lWpXBBIrzK,NfGtsIMCpW@example.com,heXoeYGzXOkOjcm St,oRJ-BH-ooOW,MgTUvqBCDvnekjvL,kGxVcVhtRP
9824-BEMCV,Male,0,Yes,Yes,BwNxuCAwjk,jALjeojJXi@example.com,WlIVveqSlyqOrqV St,OSc-EU-esdW,ZhzKdIUNnolKKQPR,iQGrFOSWrE
1373-ORVIZ,Female,0,Yes,Yes,JNGAJeubOi,tcHHlXPPhZ@example.com,YRKcUXMZGVPevOG St,vfD-uZ-NoJh,GgnKmyXZsNdZtBzN,BHATYrWMNi
4291-SHSBH,Male,0,No,No,DbXwpCnuSf,ZGUPCKyAUM@example.com,bXYSPuvAXZbGivB St,vyu-ji-HscY,yACXtehBguIwQfNw,jzwUeGuiZj
6980-IMXXE,Female,0,Yes,Yes,GwRzBveBIi,kTosytIfJr@example.com,EmwqAsLVxNuxgLL St,vpw-nG-gdow,MsHXzJXAWDFGgEjv,ceshXNAduN
9866-QEVEE,Male,0,No,No,MItfPPYzpF,NtRhvRQCaH@example.com,CvArfSoYGhmwwdO St,CAi-Ls-EOnC,uoXuFinSPbZFEYRV,xfLgdfjyTm
9897-KXHCM,Female,0,Yes,Yes,DFtEEXvolS,XpwZVUnrwn@example.com,aEHFCgXtjaGtHGj St,Bzp-DQ-IoIh,DFXsTbQnTspLjFwy,UBYIimEGMB
0040-HALCW,Male,0,Yes,Yes,VZJDyhcaNW,deZCzthyhk@example.com,jpLjaCWBIzQUJSe St,RLT-yQ-QMVs,pTqBwwxoIrpUesgi,gfVSyfXqvr
0784-GTUUK,Male,0,Yes,No,LvCqsEvUWh,yStgYuihTF@example.com,qPIplvgvKyfhjDN St,feg-vh-uapG,JkNvIPxJTfgnpimG,MRSxjVofmh
7979-CORPM,Male,0,No,No,aZXZpxgdiE,bwupfbNsMH@example.com,zrPOOlDfKrDAghE St,UpE-cr-dbNu,elFkpAwIlxLJBqZU,MCnBxSmxUt
2294-DMMUS,Female,0,Yes,Yes,LWWwdVhJww,NdZXNFUWzn@example.com,wvHnRtvRwpKGqbi St,Kog-Qq-RQAu,KdkQxGuzImyOwXwx,APvQNEJzYt
0872-JCPIB,Male,0,No,No,CCadwEHbtP,ynvkipdlpz@example.com,bmjJTTZcsfSGDDh St,StY-dt-NfZb,FylKJSVsfidcpNEO,BySGLrMRpR
3055-MJDSB,Male,0,No,No,ICdhBdhLTB,ILvRwljvgu@example.com,nxiSEIdPGoDEfxw St,teD-El-zhGi,nMOXiVKquYywPdWt,lFSWWFArPk
9091-WTUUY,Male,0,Yes,Yes,qhgvJJAsaw,XUyCdQoZPF@example.com,zOaQwxMuSAKMMbr St,MxK-yl-Yfpw,dWqNXQwEmtqfYjzs,KFhZhoMraX
1618-CFHME,Female,0,No,No,DaBWNvguYA,FWSlLpTsGm@example.com,mvdEGKwSZGOcrUa St,uZe-lB-KMqq,FPLCUdUxdufYsHSt,dblCpYgxpo
3165-HDOEW,Male,0,Yes,Yes,giHTwzvbRi,lPmmpUvIDv@example.com,FnQdXPYWFDvfCDy St,VSU-kF-lKeT,IuFUhdeUVsouYKwy,lglZlUpEBK
6581-NQCBA,Female,0,Yes,No,JCDzzpulby,FVPsZPAKJA@example.com,UOTsqxSLTrYVRsm St,vay-mX-pTNJ,cSNCbwlMqOEgcPZH,LfbciLCuot
7115-IRDHS,Female,0,Yes,No,XBtvcbmVwc,iyaDSsTzRs@example.com,IvhsOAZToRdYbqf St,IHP-YU-jNeM,udRZCFREjIKAYBKT,altizIUVBr
8496-DMZUK,Male,0,No,No,mQQodgKpsK,msVQtDZrmU@example.com,OefDEbEFMEuENQI St,mmT-KG-RPXX,ckwrxjAsMuTbWHMZ,oslJTycgvA
2040-VZIKE,Female,0,Yes,No,LaqVraWboM,QGYcJpJGsC@example.com,XQPVKvpnFJwDLIQ St,wIn-uo-RxEd,dyUybWabuwwPgBku,ezkpmXsLiF
9068-VPWQQ,Male,0,Yes,No,hZpgRKFBke,glkoGkSZeC@example.com,mNIrkwNKQOwoDnH St,sby-Gy-Qlue,KFlDjNWozfgKqFfl,hPOfYEBHKC
0178-SZBHO,Male,0,Yes,Yes,frZwcUumPK,uqDKRwLMaK@example.com,TOZMUFmrpJysxUw St,Edv-Wi-EzFa,TYGgOFgcotPEcHYA,lKvQzijoMt
0384-RVBPI,Male,0,No,No,NdTwlmDBAO,ElcOPUoEAZ@example.com,puvdwqDwOBufDaI St,Qay-OH-NJik,IcgNDwMnXMRChIQL,pDUlPHzvKf
1689-MRZQR,Male,0,Yes,Yes,HUKCogOdLK,nEkNuUEroH@example.com,pqEloLRkfhEKpag St,HvC-tJ-Assw,YKHbabQXZgnGgrvl,KAfJeGyMcF
1299-AURJA,Female,0,Yes,Yes,cYCruCmbJz,uPRRGspaIH@example.com,pWxLzZXnVXljGmM St,QMD-xP-mSIP,aWXWvptbwIuNIvlI,CDhUpkbvhL
4525-VZCZG,Male,0,No,Yes,sJSQUaBILW,JAkEHfrWKV@example.com,sdGEPXzTVYvZTpp St,dXJ-rL-Jjet,GsmnpEqOnqAmDNpL,UKsYhmFGKn
1543-LLLFT,Male,1,Yes,No,LRUcQEacUt,GJWTDrKIUj@example.com,OtyJjHtRfINulbF St,Mmj-VX-fZXA,rWXTStoLZNftZkAy,vYcPPYcsHu
5835-BEQEU,Male,0,No,No,QlUkOfoarj,CTjZmVkHPN@example.com,wUcZVufsbrNsbaT St,WEW-YE-QQpu,jRRJfBHvrXTqHgwX,xuzhFbWUjI
2788-CJQAQ,Male,0,No,No,JtzDWNwRei,mIijYpeUmT@example.com,CinKCBNTCtKbPTJ St,WUm-Ii-SlCe,WlTPUBqnALLMsuYe,kpdDCMGFjf
5565-FILXA,Female,1,No,No,rSoqaFiJuf,yxaSnpubpP@example.com,IdnKdushXuAcBOw St,tGB-og-qbCS,RpsLDOGksVhGYyZv,KNbWwvPAqC
0319-QZTCO,Female,0,Yes,Yes,CXsYikFkJH,BsKVHGKZif@example.com,pXcOgpvVmhlrduo St,atw-fe-WrUE,BdBpuWnVVzRySaap,TkyMabgaxT
2120-SMPEX,Male,0,No,No,nupRSTMHBC,vGTZuwXODh@example.com,bwezgeYgPSLTjjc St,zmh-qQ-Snjf,EFfSRqozJeNctZCj,aetjFZiDCy
0096-FCPUF,Male,0,No,No,VzIjXvTHVp,oHXXagEncc@example.com,ILcEgawuqhXJyPP St,pej-Km-UoQA,cHrZKrEnKcOUYaRW,OKPixokTxN
0668-OGMHD,Female,0,Yes,No,MfNizPJqNi,FZLYSCsCvQ@example.com,hNRKZRXMiVpQOhn St,wLv-un-yjZL,JHijBhOCBVMJZPdB,BCTufPYsbC
5552-ZNFSJ,Male,0,No,No,BobANQxmcr,RlEbqqGjJe@example.com,VyrzhdXvkxWCFki St,KIm-mq-QCCC,GkuTBgpRIURNFtVE,SrZBIFmLYZ
